000014ea	s_tDeviceExtension.so;libs3eSmartF_000014ea	ds "tDeviceExtension.so;libs3eSmartFox.so;libs3eObbGui.so\"\n"	s_tDeviceExtension.so;libs3eSmartF_000014ea
00761e54		addr s_ertexBuffer_000029f9+7	DATA<< OFFCUT >>
00761e74		addr s_ActiveTexture_00001ffe+2	DATA<< OFFCUT >>
00761eb4		addr s_lGetRenderbufferParameteriv_000015ff+1	DATA<< OFFCUT >>
00761ed4		addr s_ndAPI_000019fb+5	DATA<< OFFCUT >>
00761ef4		addr s_c_000025f4+0xc	DATA<< OFFCUT >>
00761f04		addr s_etTimer_000018f7+9	DATA<< OFFCUT >>
00762004		addr s_4fv_000017f7+9	DATA<< OFFCUT >>
00762014		addr s_etShaderInfoLog_00001bfd+3	DATA<< OFFCUT >>
00762034		addr s_lDisableClientState_000016ff+1	DATA<< OFFCUT >>
00762044		addr s_ssedTexImage2D_00001af8+8	DATA<< OFFCUT >>
00762054		addr s_FileDelete_000026fd+3	DATA<< OFFCUT >>
007620f4		addr s_ionDecompRead_000022f5+0xb	DATA<< OFFCUT >>
00762154		addr s_s3eAccelerometerStart_00002b00	DATA
007621b4		addr s_SubImage3D_00001cfb+5	DATA<< OFFCUT >>
007621f4		addr s_htModelfv_000020fb+5	DATA<< OFFCUT >>
00762254		addr s_iv_000028f2+0xe	DATA<< OFFCUT >>
00762274		addr s_ShaderSource_00001efb+5	DATA<< OFFCUT >>
007622b4		addr s_lGetRenderbufferParameteriv_000015ff+1	DATA<< OFFCUT >>
007622d4		addr s_ndAPI_000019fb+5	DATA<< OFFCUT >>
007622f4		addr s_eShader_000024f9+7	DATA<< OFFCUT >>
00762304		addr s_etTimer_000018f7+9	DATA<< OFFCUT >>
00762404		addr s_4fv_000017f7+9	DATA<< OFFCUT >>
00762414		addr s_etShaderInfoLog_00001bfd+3	DATA<< OFFCUT >>
00762434		addr s_lDisableClientState_000016ff+1	DATA<< OFFCUT >>
00762444		addr s_ssedTexImage2D_00001af8+8	DATA<< OFFCUT >>
007624f4		addr s_rmMatrix2x3fv_000023f9+7	DATA<< OFFCUT >>
007625b4		addr s_istClose_00001df8+8	DATA<< OFFCUT >>
007625f4		addr s_utString_000021f4+0xc	DATA<< OFFCUT >>
00762654		addr s_ertexBuffer_000029f9+7	DATA<< OFFCUT >>
00762674		addr s_ActiveTexture_00001ffe+2	DATA<< OFFCUT >>
007626b4		addr s_lGetRenderbufferParameteriv_000015ff+1	DATA<< OFFCUT >>
007626d4		addr s_ndAPI_000019fb+5	DATA<< OFFCUT >>
007626f4		addr s_c_000025f4+0xc	DATA<< OFFCUT >>
00762704		addr s_etTimer_000018f7+9	DATA<< OFFCUT >>
00762804		addr s_4fv_000017f7+9	DATA<< OFFCUT >>
00762814		addr s_etShaderInfoLog_00001bfd+3	DATA<< OFFCUT >>
00762834		addr s_lDisableClientState_000016ff+1	DATA<< OFFCUT >>
00762844		addr s_ssedTexImage2D_00001af8+8	DATA<< OFFCUT >>
00762854		addr s_FileDelete_000026fd+3	DATA<< OFFCUT >>
007628f4		addr s_ionDecompRead_000022f5+0xb	DATA<< OFFCUT >>
00762954		addr s_s3eAccelerometerStart_00002b00	DATA
007629b4		addr s_SubImage3D_00001cfb+5	DATA<< OFFCUT >>
007629f4		addr s_htModelfv_000020fb+5	DATA<< OFFCUT >>
00762a54		addr s_iv_000028f2+0xe	DATA<< OFFCUT >>
00762a74		addr s_ShaderSource_00001efb+5	DATA<< OFFCUT >>
00762ab4		addr s_lGetRenderbufferParameteriv_000015ff+1	DATA<< OFFCUT >>
00762ad4		addr s_ndAPI_000019fb+5	DATA<< OFFCUT >>
00762af4		addr s_eShader_000024f9+7	DATA<< OFFCUT >>
00762b04		addr s_etTimer_000018f7+9	DATA<< OFFCUT >>
00762c04		addr s_4fv_000017f7+9	DATA<< OFFCUT >>
00762c14		addr s_etShaderInfoLog_00001bfd+3	DATA<< OFFCUT >>
00762c34		addr s_lDisableClientState_000016ff+1	DATA<< OFFCUT >>
00762c44		addr s_ssedTexImage2D_00001af8+8	DATA<< OFFCUT >>
00762cf4		addr s_rmMatrix2x3fv_000023f9+7	DATA<< OFFCUT >>
00762db4		addr s_istClose_00001df8+8	DATA<< OFFCUT >>
00762df4		addr s_utString_000021f4+0xc	DATA<< OFFCUT >>
00762e54		addr s_ertexBuffer_000029f9+7	DATA<< OFFCUT >>
00762e74		addr s_ActiveTexture_00001ffe+2	DATA<< OFFCUT >>
00762eb4		addr s_lGetRenderbufferParameteriv_000015ff+1	DATA<< OFFCUT >>
00762ed4		addr s_ndAPI_000019fb+5	DATA<< OFFCUT >>
00762ef4		addr s_c_000025f4+0xc	DATA<< OFFCUT >>
00762f04		addr s_etTimer_000018f7+9	DATA<< OFFCUT >>
00763004		addr s_4fv_000017f7+9	DATA<< OFFCUT >>
00763014		addr s_etShaderInfoLog_00001bfd+3	DATA<< OFFCUT >>
00763034		addr s_lDisableClientState_000016ff+1	DATA<< OFFCUT >>
00763044		addr s_ssedTexImage2D_00001af8+8	DATA<< OFFCUT >>
00763054		addr s_FileDelete_000026fd+3	DATA<< OFFCUT >>
007630f4		addr s_ionDecompRead_000022f5+0xb	DATA<< OFFCUT >>
00763154		addr s_s3eAccelerometerStart_00002b00	DATA
007631b4		addr s_SubImage3D_00001cfb+5	DATA<< OFFCUT >>
007631f4		addr s_htModelfv_000020fb+5	DATA<< OFFCUT >>
00763254		addr s_iv_000028f2+0xe	DATA<< OFFCUT >>
00763274		addr s_ShaderSource_00001efb+5	DATA<< OFFCUT >>
007632b4		addr s_lGetRenderbufferParameteriv_000015ff+1	DATA<< OFFCUT >>
007632d4		addr s_ndAPI_000019fb+5	DATA<< OFFCUT >>
007632f4		addr s_eShader_000024f9+7	DATA<< OFFCUT >>
00763304		addr s_etTimer_000018f7+9	DATA<< OFFCUT >>
00763404		addr s_4fv_000017f7+9	DATA<< OFFCUT >>
00763414		addr s_etShaderInfoLog_00001bfd+3	DATA<< OFFCUT >>
00763434		addr s_lDisableClientState_000016ff+1	DATA<< OFFCUT >>
00763444		addr s_ssedTexImage2D_00001af8+8	DATA<< OFFCUT >>
007634f4		addr s_rmMatrix2x3fv_000023f9+7	DATA<< OFFCUT >>
007635b4		addr s_istClose_00001df8+8	DATA<< OFFCUT >>
007635f4		addr s_utString_000021f4+0xc	DATA<< OFFCUT >>
00763654		addr s_ertexBuffer_000029f9+7	DATA<< OFFCUT >>
00763674		addr s_ActiveTexture_00001ffe+2	DATA<< OFFCUT >>
007636b4		addr s_lGetRenderbufferParameteriv_000015ff+1	DATA<< OFFCUT >>
007636d4		addr s_ndAPI_000019fb+5	DATA<< OFFCUT >>
007636f4		addr s_c_000025f4+0xc	DATA<< OFFCUT >>
00763704		addr s_etTimer_000018f7+9	DATA<< OFFCUT >>
00763804		addr s_4fv_000017f7+9	DATA<< OFFCUT >>
00763814		addr s_etShaderInfoLog_00001bfd+3	DATA<< OFFCUT >>
00763834		addr s_lDisableClientState_000016ff+1	DATA<< OFFCUT >>
00763844		addr s_ssedTexImage2D_00001af8+8	DATA<< OFFCUT >>
00763854		addr s_FileDelete_000026fd+3	DATA<< OFFCUT >>
007638f4		addr s_ionDecompRead_000022f5+0xb	DATA<< OFFCUT >>
00763954		addr s_s3eAccelerometerStart_00002b00	DATA
007639b4		addr s_SubImage3D_00001cfb+5	DATA<< OFFCUT >>
007639f4		addr s_htModelfv_000020fb+5	DATA<< OFFCUT >>
00763a54		addr s_iv_000028f2+0xe	DATA<< OFFCUT >>
00763a74		addr s_ShaderSource_00001efb+5	DATA<< OFFCUT >>
00763ab4		addr s_lGetRenderbufferParameteriv_000015ff+1	DATA<< OFFCUT >>
00763ad4		addr s_ndAPI_000019fb+5	DATA<< OFFCUT >>
00763af4		addr s_eShader_000024f9+7	DATA<< OFFCUT >>
00763b04		addr s_etTimer_000018f7+9	DATA<< OFFCUT >>
00763c04		addr s_4fv_000017f7+9	DATA<< OFFCUT >>
00763c14		addr s_etShaderInfoLog_00001bfd+3	DATA<< OFFCUT >>
00763c34		addr s_lDisableClientState_000016ff+1	DATA<< OFFCUT >>
00763c44		addr s_ssedTexImage2D_00001af8+8	DATA<< OFFCUT >>
00763cf4		addr s_rmMatrix2x3fv_000023f9+7	DATA<< OFFCUT >>
00763db4		addr s_istClose_00001df8+8	DATA<< OFFCUT >>
00763df4		addr s_utString_000021f4+0xc	DATA<< OFFCUT >>
00763e54		addr s_ertexBuffer_000029f9+7	DATA<< OFFCUT >>
00763e74		addr s_ActiveTexture_00001ffe+2	DATA<< OFFCUT >>
00763eb4		addr s_lGetRenderbufferParameteriv_000015ff+1	DATA<< OFFCUT >>
00763ed4		addr s_ndAPI_000019fb+5	DATA<< OFFCUT >>
00763ef4		addr s_c_000025f4+0xc	DATA<< OFFCUT >>
00763f04		addr s_etTimer_000018f7+9	DATA<< OFFCUT >>
00764004		addr s_4fv_000017f7+9	DATA<< OFFCUT >>
00764014		addr s_etShaderInfoLog_00001bfd+3	DATA<< OFFCUT >>
00764034		addr s_lDisableClientState_000016ff+1	DATA<< OFFCUT >>
00764044		addr s_ssedTexImage2D_00001af8+8	DATA<< OFFCUT >>
00764054		addr s_FileDelete_000026fd+3	DATA<< OFFCUT >>
007640f4		addr s_ionDecompRead_000022f5+0xb	DATA<< OFFCUT >>
00764154		addr s_s3eAccelerometerStart_00002b00	DATA
007641b4		addr s_SubImage3D_00001cfb+5	DATA<< OFFCUT >>
007641f4		addr s_htModelfv_000020fb+5	DATA<< OFFCUT >>
00764254		addr s_iv_000028f2+0xe	DATA<< OFFCUT >>
00764274		addr s_ShaderSource_00001efb+5	DATA<< OFFCUT >>
007642b4		addr s_lGetRenderbufferParameteriv_000015ff+1	DATA<< OFFCUT >>
007642d4		addr s_ndAPI_000019fb+5	DATA<< OFFCUT >>
007642f4		addr s_eShader_000024f9+7	DATA<< OFFCUT >>
00764304		addr s_etTimer_000018f7+9	DATA<< OFFCUT >>
00764404		addr s_4fv_000017f7+9	DATA<< OFFCUT >>
00764414		addr s_etShaderInfoLog_00001bfd+3	DATA<< OFFCUT >>
00764434		addr s_lDisableClientState_000016ff+1	DATA<< OFFCUT >>
00764444		addr s_ssedTexImage2D_00001af8+8	DATA<< OFFCUT >>
007644f4		addr s_rmMatrix2x3fv_000023f9+7	DATA<< OFFCUT >>
007645b4		addr s_istClose_00001df8+8	DATA<< OFFCUT >>
007645f4		addr s_utString_000021f4+0xc	DATA<< OFFCUT >>
00764654		addr s_ertexBuffer_000029f9+7	DATA<< OFFCUT >>
00764674		addr s_ActiveTexture_00001ffe+2	DATA<< OFFCUT >>
007646b4		addr s_lGetRenderbufferParameteriv_000015ff+1	DATA<< OFFCUT >>
007646d4		addr s_ndAPI_000019fb+5	DATA<< OFFCUT >>
007646f4		addr s_c_000025f4+0xc	DATA<< OFFCUT >>
00764704		addr s_etTimer_000018f7+9	DATA<< OFFCUT >>
00764804		addr s_4fv_000017f7+9	DATA<< OFFCUT >>
00764814		addr s_etShaderInfoLog_00001bfd+3	DATA<< OFFCUT >>
00764834		addr s_lDisableClientState_000016ff+1	DATA<< OFFCUT >>
00764844		addr s_ssedTexImage2D_00001af8+8	DATA<< OFFCUT >>
00764854		addr s_FileDelete_000026fd+3	DATA<< OFFCUT >>
007648f4		addr s_ionDecompRead_000022f5+0xb	DATA<< OFFCUT >>
00764954		addr s_s3eAccelerometerStart_00002b00	DATA
007649b4		addr s_SubImage3D_00001cfb+5	DATA<< OFFCUT >>
007649f4		addr s_htModelfv_000020fb+5	DATA<< OFFCUT >>
00764a54		addr s_iv_000028f2+0xe	DATA<< OFFCUT >>
00764a74		addr s_ShaderSource_00001efb+5	DATA<< OFFCUT >>
00764ab4		addr s_lGetRenderbufferParameteriv_000015ff+1	DATA<< OFFCUT >>
00764ad4		addr s_ndAPI_000019fb+5	DATA<< OFFCUT >>
00764af4		addr s_eShader_000024f9+7	DATA<< OFFCUT >>
00764b04		addr s_etTimer_000018f7+9	DATA<< OFFCUT >>
00764c04		addr s_4fv_000017f7+9	DATA<< OFFCUT >>
00764c14		addr s_etShaderInfoLog_00001bfd+3	DATA<< OFFCUT >>
00764c34		addr s_lDisableClientState_000016ff+1	DATA<< OFFCUT >>
00764c44		addr s_ssedTexImage2D_00001af8+8	DATA<< OFFCUT >>
00764cf4		addr s_rmMatrix2x3fv_000023f9+7	DATA<< OFFCUT >>
00764db4		addr s_istClose_00001df8+8	DATA<< OFFCUT >>
00764df4		addr s_utString_000021f4+0xc	DATA<< OFFCUT >>
00764e54		addr s_ertexBuffer_000029f9+7	DATA<< OFFCUT >>
00764e74		addr s_ActiveTexture_00001ffe+2	DATA<< OFFCUT >>
00764eb4		addr s_lGetRenderbufferParameteriv_000015ff+1	DATA<< OFFCUT >>
00764ed4		addr s_ndAPI_000019fb+5	DATA<< OFFCUT >>
00764ef4		addr s_c_000025f4+0xc	DATA<< OFFCUT >>
00764f04		addr s_etTimer_000018f7+9	DATA<< OFFCUT >>
007653b1		ds "BuildMapUaToAa"	s_BuildMapUaToAa_007653b1
007653c1		ds "BuildMapBitdepth16To8"	s_BuildMapBitdepth16To8_007653c1
007653d9		ds "PhotometricInterpretation"	s_PhotometricInterpretation_007653d9
007653f5		ds "initYCbCrConversion"	s_initYCbCrConversion_007653f5
00765409		ds "initCIELabConversion"	s_initCIELabConversion_00765409
00765474		ds "@No space for strip buffer"	s_@No_space_for_strip_buffer_00765474
00765491		ds "No space for tile buffer"	s_No_space_for_tile_buffer_00765491
007654ad		ds "gtStripSeparate"	s_gtStripSeparate_007654ad
007654bd		ds "gtTileSeparate"	s_gtTileSeparate_007654bd
007654cd		ds "No space for photometric conversion table"	s_No_space_for_photometric_convers_007654cd
007654f9		ds "No space for B&W mapping table"	s_No_space_for_B&W_mapping_table_007654f9
00765519		ds "No space for Palette mapping table"	s_No_space_for_Palette_mapping_tab_00765519
0076553d		ds "Assuming 8-bit colormap"	s_Assuming_8-bit_colormap_0076553d
00765555		ds "Sorry, requested compression method is not configured"	s_Sorry,_requested_compression_met_00765555
0076558d		ds "Sorry, can not handle images with %d-bit samples"	s_Sorry,_can_not_handle_images_wit_0076558d
007655c1		ds "Missing needed %s tag"	s_Missing_needed_%s_tag_007655c1
007655d9		ds "Sorry, can not handle contiguous data with %s=%d, and %s=%d and Bits/Sample=%d"	s_Sorry,_can_not_handle_contiguous_007655d9
00765629		ds "Samples/pixel"	s_Samples/pixel_00765629
00765639		ds "Sorry, can not handle RGB image with %s=%d"	s_Sorry,_can_not_handle_RGB_image_w_00765639
00765665		ds "Color channels"	s_Color_channels_00765665
00765675		ds "Sorry, can not handle separated image with %s=%d"	s_Sorry,_can_not_handle_separated_i_00765675
007656a9		ds "Sorry, LogL data must have %s=%d"	s_Sorry,_LogL_data_must_have_%s=%d_007656a9
007656cd		ds "Sorry, LogLuv data must have %s=%d or %d"	s_Sorry,_LogLuv_data_must_have_%s=_007656cd
007656f9		ds "Sorry, can not handle LogLuv images with %s=%d"	s_Sorry,_can_not_handle_LogLuv_ima_007656f9
00765729		ds "Planarconfiguration"	s_Planarconfiguration_00765729
0076573d		ds "Sorry, can not handle image with %s=%d"	s_Sorry,_can_not_handle_image_with_0076573d
00765765		ds "Missing required \"Colormap\" tag"	s_Missing_required_"Colormap"_tag_00765765
00765785		ds "Out of memory for colormap copy"	s_Out_of_memory_for_colormap_copy_00765785
007657a5		ds "No space for YCbCr->RGB conversion state"	s_No_space_for_YCbCr->RGB_conversi_007657a5
007657d1		ds "No space for CIE L*a*b*->RGB conversion state."	s_No_space_for_CIE_L*a*b*->RGB_con_007657d1
00765801		ds "Failed to initialize CIE L*a*b*->RGB conversion state."	s_Failed_to_initialize_CIE_L*a*b*-_00765801
00765839		ds "Sorry, can not handle image"	s_Sorry,_can_not_handle_image_00765839
00765855		ds "No \"get\" routine setup"	s_No_"get"_routine_setup_00765855
0076586d		ds "No \"put\" routine setupl; probably can not handle image format"	s_No_"put"_routine_setupl;_probabl_0076586d
007658ad		ds "Can't use TIFFReadRGBAStrip() with tiled file."	s_Can't_use_TIFFReadRGBAStrip()_wi_007658ad
007658dd		ds "Row passed to TIFFReadRGBAStrip() must be first in a strip."	s_Row_passed_to_TIFFReadRGBAStrip(_007658dd
00765919		ds "Can't use TIFFReadRGBATile() with stripped file."	s_Can't_use_TIFFReadRGBATile()_wit_00765919
0076594d		ds "Row/col passed to TIFFReadRGBATile() must be topleft corner of a tile."	s_Row/col_passed_to_TIFFReadRGBATi_0076594d
00765eac		ds "?LogLuvDecode24"	s_?LogLuvDecode24_00765eac
00765ebd		ds "LogL16Decode"	s_LogL16Decode_00765ebd
00765ecd		ds "LogLuvDecode32"	s_LogLuvDecode32_00765ecd
00765edd		ds "LogLuvVSetField"	s_LogLuvVSetField_00765edd
00765eed		ds "LogLuvInitState"	s_LogLuvInitState_00765eed
00765efd		ds "LogL16InitState"	s_LogL16InitState_00765efd
00765f0d		ds "LogLuvSetupEncode"	s_LogLuvSetupEncode_00765f0d
00765f21		ds "LogLuvSetupDecode"	s_LogLuvSetupDecode_00765f21
00765f35		ds "TIFFInitSGILog"	s_TIFFInitSGILog_00765f35
00765f45		ds "Not enough data at row %lu (short %llu pixels)"	s_Not_enough_data_at_row_%lu_(shor_00765f45
00765f75		ds "Unknown data format %d for LogLuv compression"	s_Unknown_data_format_%d_for_LogLu_00765f75
00765fa5		ds "Unknown encoding %d for LogLuv compression"	s_Unknown_encoding_%d_for_LogLuv_c_00765fa5
00765fd1		ds "SGILog compression cannot handle non-contiguous data"	s_SGILog_compression_cannot_handle_00765fd1
00766009		ds "No support for converting user data format to LogLuv"	s_No_support_for_converting_user_d_00766009
00766041		ds "No space for SGILog translation buffer"	s_No_space_for_SGILog_translation_b_00766041
0076607d		ds "No support for converting user data format to LogL"	s_No_support_for_converting_user_d_0076607d
007660b1		ds "Inappropriate photometric interpretation %d for SGILog compression; %s"	s_Inappropriate_photometric_interp_007660b1
007660f9		ds "must be either LogLUV or LogL"	s_must_be_either_LogLUV_or_LogL_007660f9
00766119		ds "SGILog compression supported only for %s, or raw data"	s_SGILog_compression_supported_onl_00766119
00766151		ds "Merging SGILog codec-specific tags failed"	s_Merging_SGILog_codec-specific_ta_00766151
0076617d		ds "%s: No space for LogLuv state block"	s_%s:_No_space_for_LogLuv_state_bl_0076617d
007661a1		ds "SGILogDataFmt"	s_SGILogDataFmt_007661a1
007661b1		ds "SGILogEncode"	s_SGILogEncode_007661b1
007661c1		ds "LZWDecode"	s_LZWDecode_007661c1
007661cd		ds "LZWPreDecode"	s_LZWPreDecode_007661cd
007661dd		ds "LZWDecodeCompat"	s_LZWDecodeCompat_007661dd
007661ed		ds "LZWSetupDecode"	s_LZWSetupDecode_007661ed
007661fd		ds "LZWSetupEncode"	s_LZWSetupEncode_007661fd
0076620d		ds "TIFFInitLZW"	s_TIFFInitLZW_0076620d
00766219		ds "LZWDecode: Strip %d not terminated with EOI code"	s_LZWDecode:_Strip_%d_not_terminat_00766219
0076624d		ds "LZWDecode: Corrupted LZW table at scanline %d"	s_LZWDecode:_Corrupted_LZW_table_a_0076624d
0076627d		ds "Corrupted LZW table at scanline %d"	s_Corrupted_LZW_table_at_scanline_%_0076627d
007662a1		ds "Wrong length of decoded string: data probably corrupted at scanline %d"	s_Wrong_length_of_decoded_string:_d_007662a1
007662e9		ds "Bogus encoding, loop in the code table; scanline %d"	s_Bogus_encoding,_loop_in_the_code_007662e9
0076631d		ds "Not enough data at scanline %d (short %llu bytes)"	s_Not_enough_data_at_scanline_%d_(_0076631d
00766351		ds "Old-style LZW codes, convert file"	s_Old-style_LZW_codes,_convert_fil_00766351
00766375		ds "No space for LZW state block"	s_No_space_for_LZW_state_block_00766375
00766395		ds "No space for LZW code table"	s_No_space_for_LZW_code_table_00766395
007663b1		ds "No space for LZW hash table"	s_No_space_for_LZW_hash_table_007663b1
007663cd		ds "NeXTDecode"	s_NeXTDecode_007663cd
007663d9		ds "Not enough data for scanline %ld"	s_Not_enough_data_for_scanline_%ld_007663d9
007663fd		ds "TIFFClientOpen"	s_TIFFClientOpen_007663fd
0076640d		ds "\"%s\": Bad mode"	s_"%s":_Bad_mode_0076640d
0076641d		ds "%s: Out of memory (TIFF structure)"	s_%s:_Out_of_memory_(TIFF_structur_0076641d
00766441		ds "One of the client procedures is NULL pointer."	s_One_of_the_client_procedures_is_N_00766441
00766471		ds "Cannot read TIFF header"	s_Cannot_read_TIFF_header_00766471
00766489		ds "Not a TIFF file, bad magic number %d (0x%x)"	s_Not_a_TIFF_file,_bad_magic_numbe_00766489
007664b5		ds "Not a TIFF file, bad version number %d (0x%x)"	s_Not_a_TIFF_file,_bad_version_num_007664b5
007664e5		ds "Not a TIFF file, bad BigTIFF offsetsize %d (0x%x)"	s_Not_a_TIFF_file,_bad_BigTIFF_off_007664e5
00766519		ds "Not a TIFF file, bad BigTIFF unused %d (0x%x)"	s_Not_a_TIFF_file,_bad_BigTIFF_unu_00766519
00766549		ds "PackBitsDecode"	s_PackBitsDecode_00766549
00766559		ds "Discarding %lu bytes to avoid buffer overrun"	s_Discarding_%lu_bytes_to_avoid_bu_00766559
00766589		ds "Terminating PackBitsDecode due to lack of data."	s_Terminating_PackBitsDecode_due_t_00766589
007665b9		ds "Not enough data for scanline %lu"	s_Not_enough_data_for_scanline_%lu_007665b9
007665dd		ds "PredictorSetup"	s_PredictorSetup_007665dd
007665ed		ds "PredictorEncodeTile"	s_PredictorEncodeTile_007665ed
00766601		ds "Horizontal differencing \"Predictor\" not supported with %d-bit samples"	s_Horizontal_differencing_"Predict_00766601
00766649		ds "Floating point \"Predictor\" not supported with %d data format"	s_Floating_point_"Predictor"_not_s_00766649
00766689		ds "\"Predictor\" value %d not supported"	s_"Predictor"_value_%d_not_support_00766689
007666ad		ds "  Predictor: "	s_Predictor:_007666ad
007666bd		ds "none "	s_none_007666bd
007666c5		ds "horizontal differencing "	s_horizontal_differencing_007666c5
007666e1		ds "floating point predictor "	s_floating_point_predictor_007666e1
007666fd		ds "%u (0x%x)\n"	s_%u_(0x%x)_007666fd
00766709		ds "Out of memory allocating %ld byte temp buffer."	s_Out_of_memory_allocating_%ld_byt_00766709
00766739		ds "TIFFPredictorInit"	s_TIFFPredictorInit_00766739
0076674d		ds "Merging Predictor codec-specific tags failed"	s_Merging_Predictor_codec-specific_0076674d
0076677d		ds "Predictor"	s_Predictor_0076677d
00766789		ds "TIFFReadRawStrip"	s_TIFFReadRawStrip_00766789
0076679d		ds "TIFFFillStrip"	s_TIFFFillStrip_0076679d
007667ad		ds "TIFFReadBufferSetup"	s_TIFFReadBufferSetup_007667ad
007667c1		ds "TIFFFillStripPartial"	s_TIFFFillStripPartial_007667c1
007667d9		ds "TIFFReadEncodedStrip"	s_TIFFReadEncodedStrip_007667d9
007667f1		ds "TIFFReadEncodedTile"	s_TIFFReadEncodedTile_007667f1
00766805		ds "TIFFFillTile"	s_TIFFFillTile_00766805
00766815		ds "TIFFReadRawTile"	s_TIFFReadRawTile_00766815
00766825		ds "Seek error at row %lu, col %lu, tile %lu"	s_Seek_error_at_row_%lu,_col_%lu,_t_00766825
00766851		ds "Read error at row %lu, col %lu; got %llu bytes, expected %llu"	s_Read_error_at_row_%lu,_col_%lu;_g_00766851
00766891		ds "Read error at row %lu, col %lu, tile %lu; got %llu bytes, expected %llu"	s_Read_error_at_row_%lu,_col_%lu,_t_00766891
007668d9		ds "File not open for reading"	s_File_not_open_for_reading_007668d9
007668f5		ds "Can not read scanlines from a tiled image"	s_Can_not_read_scanlines_from_a_ti_007668f5
00766921		ds "%lu: Strip out of range, max %lu"	s_%lu:_Strip_out_of_range,_max_%lu_00766921
00766945		ds "Compression scheme does not support access to raw uncompressed data"	s_Compression_scheme_does_not_supp_00766945
00766989		ds "%llu: Invalid strip byte count, strip %lu"	s_%llu:_Invalid_strip_byte_count,_s_00766989
007669b5		ds "Integer overflow"	s_Integer_overflow_007669b5
007669c9		ds "Seek error at scanline %lu, strip %lu"	s_Seek_error_at_scanline_%lu,_stri_007669c9
007669f1		ds "Read error at scanline %lu; got %llu bytes, expected %llu"	s_Read_error_at_scanline_%lu;_got_%_007669f1
00766a2d		ds "Read error at scanline %lu, strip %lu; got %llu bytes, expected %llu"	s_Read_error_at_scanline_%lu,_stri_00766a2d
00766a75		ds "Invalid strip byte count %llu, strip %lu"	s_Invalid_strip_byte_count_%llu,_s_00766a75
00766aa1		ds "Read error on strip %lu; got %llu bytes, expected %llu"	s_Read_error_on_strip_%lu;_got_%ll_00766aa1
00766ad9		ds "Data buffer too small to hold strip %lu"	s_Data_buffer_too_small_to_hold_st_00766ad9
00766b01		ds "No space for data buffer at scanline %lu"	s_No_space_for_data_buffer_at_scan_00766b01
00766b2d		ds "%lu: Row out of range, max %lu"	s_%lu:_Row_out_of_range,_max_%lu_00766b2d
00766b4d		ds "%lu: Sample out of range, max %lu"	s_%lu:_Sample_out_of_range,_max_%l_00766b4d
00766b71		ds "Data buffer too small to hold part of strip %lu"	s_Data_buffer_too_small_to_hold_pa_00766b71
00766ba1		ds "Can not read tiles from a stripped image"	s_Can_not_read_tiles_from_a_stripp_00766ba1
00766bcd		ds "%lu: Tile out of range, max %lu"	s_%lu:_Tile_out_of_range,_max_%lu_00766bcd
00766bed		ds "%llu: Invalid tile byte count, tile %lu"	s_%llu:_Invalid_tile_byte_count,_t_00766bed
00766c15		ds "Data buffer too small to hold tile %lu"	s_Data_buffer_too_small_to_hold_ti_00766c15
00766c3d		ds "TIFFComputeStrip"	s_TIFFComputeStrip_00766c3d
00766c51		ds "TIFFVStripSize64"	s_TIFFVStripSize64_00766c51
00766c65		ds "TIFFScanlineSize64"	s_TIFFScanlineSize64_00766c65
00766c79		ds "TIFFVStripSize"	s_TIFFVStripSize_00766c79
00766c89		ds "TIFFRawStripSize64"	s_TIFFRawStripSize64_00766c89
00766c9d		ds "TIFFRawStripSize"	s_TIFFRawStripSize_00766c9d
00766cb1		ds "TIFFStripSize"	s_TIFFStripSize_00766cb1
00766cc1		ds "TIFFScanlineSize"	s_TIFFScanlineSize_00766cc1
00766cd5		ds "TIFFRasterScanlineSize64"	s_TIFFRasterScanlineSize64_00766cd5
00766cf1		ds "TIFFRasterScanlineSize"	s_TIFFRasterScanlineSize_00766cf1
00766d09		ds "TIFFNumberOfStrips"	s_TIFFNumberOfStrips_00766d09
00766d1d		ds "Invalid td_samplesperpixel value"	s_Invalid_td_samplesperpixel_value_00766d1d
00766d41		ds "Invalid YCbCr subsampling (%dx%d)"	s_Invalid_YCbCr_subsampling_(%dx%d_00766d41
00766d65		ds "Invalid YCbCr subsampling"	s_Invalid_YCbCr_subsampling_00766d65
00766d81		ds "Integer arithmetic overflow"	s_Integer_arithmetic_overflow_00766d81
00766f9d		ds "ThunderSetupDecode"	s_ThunderSetupDecode_00766f9d
00766fb1		ds "ThunderDecodeRow"	s_ThunderDecodeRow_00766fb1
00766ff5		ds "ThunderDecode"	s_ThunderDecode_00766ff5
00767005		ds "Wrong bitspersample value (%d), Thunder decoder only supports 4bits per sample."	s_Wrong_bitspersample_value_(%d),_T_00767005
